COMMON	ATM	ATR	BAP1	BLM	BRCA1	BRCA2	BRIP1	CDK12	CENPA	CENPK	CENPL	CENPM	CENPN	CENPU	CENPW	CHEK1	CHEK2	FANCA	FANCC	FANCD2	FANCE	FANCF	HJURP	MRE11	NDC80	NLRP2	NUF2	OIP5	PALB2	RAD51B	RAD51C	RAD51D	SPC24	SPC25	TP53	WRN	ZWINT	
TCGA-A8-A09X-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7499	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4036	-0.3888	-0.6932	0.0501	0.5442	0.4965	-0.2485	0.9819	-0.7043	0.1942	0.8325	0.1578	1.6418	1.4488	
TCGA-A2-A04Q-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8506	0.6615	3.2148	1.988	0.7357	-0.7036	-0.1788	0.0572	-0.2886	-0.2061	0.2666	-1.3529	-1.1041	0.1643	
TCGA-E2-A15M-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.464	2.1231	-0.0761	0.974	1.1688	2.5763	-0.2129	0.8898	-1.2792	-0.0436	1.5298	-0.4113	-0.0841	0.136	
TCGA-A2-A3XZ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6289	-0.4254	0.7524	0.3792	-0.5246	-0.1641	-0.4445	-1.4215	0.1693	0.0929	-0.4009	-0.7818	-1.6016	0.1538	
TCGA-BH-A0H6-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3329	-0.9843	-0.8094	-0.7752	-0.7507	1.8367	-0.1291	-0.8394	-1.0708	-0.9883	-0.8367	-0.2012	-1.0824	-0.5299	
TCGA-A1-A0SQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1301	-0.3174	0.7878	-0.4672	-0.0574	0.671	-0.2826	-0.6302	-0.0609	-0.1301	-0.8021	-1.7376	-0.8308	1.7362	
TCGA-AR-A1AS-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.567	-0.2993	-0.8085	0.1288	0.1577	5.1416	0.2281	-0.4645	-0.7595	-0.4297	0.1411	0.0651	-1.6651	0.2553	
TCGA-C8-A12V-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0511	1.1117	0.5997	0.2173	0.8901	0.3515	2.1762	-0.587	-0.7308	0.3889	0.524	0.537	0.1312	-0.4392	
TCGA-C8-A137-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1302	1.052	-0.8056	0.4173	1.5562	1.2706	-0.4242	-1.1999	-2.6058	0.5976	0.3934	0.0241	0.1655	1.2994	
TCGA-BH-A28O-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2691	-1.0303	-0.4626	-0.7665	-0.9764	-0.5176	-0.1093	-0.6	0.1132	-0.9619	-1.0586	-0.1709	-0.0457	-1.1756	
TCGA-BH-A18L-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5494	0.0675	-0.8084	3.0921	0.2795	3.162	-0.1138	2.02	2.9824	0.1423	0.4088	-1.42	-0.7135	1.6778	
TCGA-D8-A1XW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8136	-0.1284	0.9849	-0.2267	-0.4375	2.8489	2.2653	-0.7602	-0.0664	-0.5984	-0.6874	-0.4923	1.117	-0.8941	
TCGA-D8-A146-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1129	-0.8002	0.0956	0.3286	-0.8483	0.8244	0.1442	1.5047	-1.311	-0.691	-0.9969	-0.8897	0.1484	-0.9663	
TCGA-GM-A2DF-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6609	1.8445	-0.7336	2.5737	0.3508	-1.0951	2.758	-0.0649	-0.88	0.4613	-0.3457	-1.7544	-1.6251	0.2928	
TCGA-E9-A22B-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7721	-0.1264	-0.7834	0.2569	-0.3126	-0.1674	-0.507	0.01	-0.7441	-0.9027	0.1548	0.1427	-0.9515	-0.5753	
TCGA-BH-A208-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2096	-0.169	-0.36	-0.6971	-0.9326	-0.2427	-0.0566	-0.4253	-0.7452	-0.7855	-0.7184	-1.0496	-0.5733	-1.0904	
TCGA-E9-A227-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0977	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6848	-0.2558	-0.1792	-0.3064	-0.4304	-1.0045	0.3792	0.0009	1.3729	-0.593	-0.629	-0.479	-0.6502	-0.2852	
TCGA-OL-A66H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0635	-0.1056	-0.3649	-0.4592	-0.211	-1.3324	-0.4086	-0.2891	0.7143	-0.4386	-0.2327	0.1494	-0.9907	-0.4934	
TCGA-E9-A1RE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2613	0.1943	0.6575	0.3092	-0.747	1.1087	0.0785	3.5919	0.5958	0.5366	-0.1849	-0.3086	0.0196	0.0046	
TCGA-AR-A24N-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0563	0.534	0.5324	1.0237	0.0793	2.6399	-0.2557	-0.0789	-0.5059	0.0514	0.1974	-0.9668	0.9667	-0.0671	
TCGA-C8-A12K-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2202	4.5738	-0.7629	2.1808	1.7874	1.4096	4.1983	3.0687	-0.3931	2.4302	1.2409	0.768	0.4972	1.1384	
TCGA-A8-A085-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.2789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7376	-0.253	-0.811	-0.2734	-0.0049	1.5174	-0.5453	1.9969	0.5341	0.7997	-0.2803	-0.9088	-1.108	0.3202	
TCGA-AR-A2LE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6195	-0.8214	0.0915	-0.8788	-0.6885	0.2192	-0.3634	-1.0528	0.0576	-0.6324	-0.4251	-1.0627	-0.8267	-0.878	
TCGA-A7-A0D9-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.772	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2	-0.8029	2.5157	-0.8689	-1.1463	-0.1	-0.5199	-0.8444	-1.3591	-0.9126	-1.0076	-1.3673	-0.1945	-0.9591	
TCGA-GM-A3NY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.541	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8734	-0.238	-0.7996	7.9591	-0.2198	1.0494	0.0292	-0.9553	-1.1964	-0.842	-0.1853	0.7121	-0.9009	-0.3904	
TCGA-E9-A1N3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3989	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5988	-0.1562	-0.792	-0.4261	-0.5318	-0.6785	-0.2191	6.0719	1.4992	-0.423	-0.3765	-0.8166	0.8139	-0.3139	
TCGA-BH-A0B9-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3785	1.6121	-0.2957	1.9645	1.6845	2.2591	-0.4301	1.974	-0.5332	0.4693	1.7822	3.3393	3.5281	1.0393	
TCGA-BH-A0BD-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.9385	-0.1193	0.6565	2.9255	-0.2963	0.1912	-0.2013	0.2488	0.2046	0.9522	0.544	0.5008	1.3736	0.5475	
TCGA-E2-A10E-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0639	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8187	-0.753	-0.7903	-0.2794	-0.2914	0.3575	0.4418	0.096	1.2451	0.0586	0.5218	0.8416	0.9625	-0.1838	
TCGA-D8-A1X6-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7644	0.2035	-0.8103	0.0225	-0.1113	1.6066	-0.1003	2.0081	-1.6117	0.313	0.0473	-0.3825	-1.3132	0.9701	
TCGA-AC-A23E-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.057	-0.5562	-0.1726	-0.5276	-0.8082	1.6957	0.0228	-0.3778	-0.8683	-0.7434	-0.6721	-0.4205	0.6347	-0.7232	
TCGA-A2-A0EV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0712	-0.6749	-0.798	-0.2863	-0.156	1.1872	-0.1866	0.8356	1.2518	-0.315	-0.4805	-0.7742	-1.3641	-0.3008	
TCGA-A8-A07I-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0656	0.9743	0.6392	0.6847	-0.2887	-0.055	-0.4576	4.1147	1.4125	-0.4627	0.2691	-0.7643	-0.8497	0.5901	
TCGA-D8-A1JC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5786	0.6492	-0.7548	2.0309	0.8666	2.4334	-0.4472	0.6987	1.7883	-0.6437	0.4018	-1.3346	0.4652	0.6572	
TCGA-E2-A1B5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8592	-0.4573	-0.6839	-0.0825	-0.6768	1.0454	-0.2982	1.1496	-0.9265	-0.8685	-0.898	0.0761	-1.4215	-0.8134	
TCGA-BH-A1F5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5027	-0.7107	-0.8096	-0.674	-0.3786	4.1347	0.0707	-0.0379	-1.7788	-1.0451	-0.4973	0.3006	-0.3501	-0.841	
TCGA-BH-A1ET-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1452	-0.9172	0.2706	0.0465	-0.7528	1.869	0.1928	0.3753	0.1406	-0.9351	-1.0861	-0.3853	1.0201	-0.8942	
TCGA-A2-A0YH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4968	0.5011	6.2657	0.6723	0.1167	1.3857	-0.1809	0.5728	-0.37	-0.2907	0.1846	0.1055	-1.2071	0.3409	
TCGA-C8-A275-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3618	1.9237	1.0024	2.6868	4.1822	-0.2884	-0.504	0.2421	-0.9428	2.3622	2.159	-0.2822	-0.509	2.0575	
TCGA-BH-A1FM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.3399	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6202	0.045	0.3193	2.393	1.1651	1.7778	-0.395	7.1158	-2.0329	-0.9305	0.749	-0.0956	-0.1836	-0.3467	
TCGA-BH-A0DQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.005	0.1374	-0.788	0.4385	0.2431	-0.7571	-0.1603	-0.3167	0.6891	-0.3215	-0.4274	0.0144	-1.0235	0.6175	
TCGA-BH-A0E2-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.956	-0.028	-0.8043	1.2611	0.7518	-0.6258	-0.5332	-0.6321	-1.5295	-0.0488	-0.2062	0.4592	-0.8906	0.2794	
TCGA-AN-A0AL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4454	2.3539	-0.776	2.3917	1.3174	-1.7811	-0.5589	-0.7488	-1.6643	1.3993	1.6298	0.5311	-0.6331	0.8393	
TCGA-C8-A12M-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6543	-0.0276	-0.1605	0.1971	-0.5659	-0.4289	-0.4614	1.1674	-1.7638	-0.4059	-0.4265	1.2711	-1.1216	-0.623	
TCGA-A2-A1G1-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.0774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.8476	1.6628	-0.793	1.377	1.1868	1.8981	0.1019	-0.6769	-1.1422	-0.5265	-0.3409	-1.7843	3.8707	-0.4956	
TCGA-LL-A5YL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5131	0.0463	-0.7387	0.7399	0.4857	-0.299	-0.0364	0.4619	1.1364	-0.1327	0.2155	-0.035	-1.6097	0.0161	
TCGA-D8-A1JN-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7154	-1.0051	-0.811	-0.9018	-0.8206	-0.037	0.3909	-1.3626	-1.9008	-0.921	-1.1417	-1.1636	-0.1326	-0.9235	
TCGA-AR-A24L-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3338	-0.1287	-0.7719	0.1753	0.1596	2.9831	-0.3963	0.7823	-0.2236	-0.5532	0.9836	-1.026	-0.0475	-0.6449	
TCGA-BH-A42V-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6086	-0.9112	-0.7626	-0.8985	-0.9268	-0.0058	0.0569	-0.6134	0.1752	-0.785	-1.0218	-0.2965	-0.7097	-0.9282	
TCGA-EW-A1PE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2222	-0.3046	0.4986	-0.2998	-0.1938	0.3123	0.0319	-0.2531	-0.2235	-0.3996	-0.565	-0.9061	0.2141	-0.54	
TCGA-C8-A27B-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0097	3.915	1.5382	4.2543	1.1049	1.972	0.6524	-2.0003	-0.4304	0.7704	1.967	3.6916	-0.9137	0.39	
TCGA-BH-A0DZ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.7251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.9702	-0.139	-0.792	0.4915	1.9887	-0.6267	-0.3801	0.2882	-2.2989	-0.9467	0.2461	-0.5474	-1.2384	1.3444	
TCGA-BH-A0HU-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2935	2.4343	0.7967	4.3235	0.3492	2.5434	0.0341	-0.2832	1.7482	1.7839	1.31	0.0986	-1.3913	1.0345	
TCGA-A2-A0ET-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1284	-0.7249	-0.1379	0.0853	-0.93	2.275	-0.3209	2.0616	-0.8677	-0.4117	-0.5914	0.6267	-0.3593	-0.6235	
TCGA-BH-A0DO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9177	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6587	-1.0658	-0.8048	-0.9056	-1.0354	1.7414	0.341	-0.9902	-0.938	-0.9791	-0.7378	0.2745	0.35	-1.0941	
TCGA-BH-A0E0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6692	3.0371	-0.7967	8.2228	0.3616	-1.7066	-0.4932	-0.9139	1.1512	-0.1235	0.8938	1.426	-0.7163	0.8588	
TCGA-B6-A0IG-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2912	0.2011	1.3701	0.3149	0.959	1.4179	0.7472	0.5511	4.788	0.5108	0.4912	-0.4612	-0.2079	1.5633	
TCGA-BH-A0B7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1555	-0.4139	0.1319	-0.1583	0.2763	-0.9031	-0.3282	-0.2527	-1.59	0.4434	-0.2353	-1.6972	-1.3276	0.0741	
TCGA-BH-A0AV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0824	0.9652	2.6634	1.0888	0.1931	1.2805	3.0182	0.1863	0.1487	-0.4383	0.944	2.803	0.9989	-0.244	
TCGA-AC-A23C-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0341	-0.1161	1.7121	0.3713	-0.2579	1.1278	-0.0525	0.6294	-1.4869	-0.4624	-0.2458	-1.9007	0.7847	-0.769	
TCGA-BH-A1EV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8754	-0.289	1.105	2.0937	0.3759	1.7241	-0.0427	1.5851	-2.2147	0.2738	-0.5355	-0.7876	0.8946	0.0026	
TCGA-C8-A26V-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4641	0.1584	-0.8101	0.0051	0.5034	0.4859	0.4162	-0.0565	-0.9822	0.8242	-0.1335	-1.1381	-0.7904	-0.0841	
TCGA-A7-A26J-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2654	-0.0293	-0.7757	0.9628	-0.1687	3.9465	-0.0714	-0.2344	1.0605	0.1873	0.1784	0.6059	-0.1713	0.0842	
TCGA-A2-A0YF-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8235	0.1768	-0.6082	0.1629	0.0023	2.8229	-0.2291	-0.4275	1.4602	-0.761	0.2753	0.1713	2.0554	-0.4481	
TCGA-A7-A4SE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.013	1.4598	1.5293	2.1309	0.3378	1.2189	-0.4134	-1.0185	-1.6319	0.2929	1.3256	4.3976	-0.2763	-0.3688	
TCGA-EW-A1OY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8532	-0.0812	0.812	1.6243	0.5009	0.2273	-0.2292	5.487	-0.4242	1.6295	-0.0977	-2.0721	-1.5515	1.4296	
TCGA-B6-A0WY-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1266	-0.7502	0.497	-0.5379	-0.5454	-0.0273	-0.1143	-0.1957	0.3186	-0.0906	-0.4721	0.9939	-0.3516	-0.7092	
TCGA-E2-A1L8-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2753	-0.332	-0.8108	0.0236	-0.6458	2.1104	0.2953	0.4656	-0.0912	-1.0157	0.1608	0.1514	-0.9847	-0.7612	
TCGA-AN-A0FL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3009	0.0018	-0.807	0.0369	-0.378	-1.4917	-0.249	-0.7496	-2.4127	0.3566	1.3729	-2.1872	-1.7909	-0.4402	
TCGA-EW-A2FR-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.03	-0.3057	-0.8052	-0.2774	-0.2323	-0.2017	-0.42	-0.5592	0.4933	-0.1653	0.0414	0.2032	-0.5275	0.2139	
TCGA-D8-A3Z5-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8769	-1.1342	0.0492	-0.7528	-0.9083	0.0066	0.6281	-1.0267	-0.1998	-0.954	-1.3114	-0.2866	-0.9487	-1.0025	
TCGA-A1-A0SH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7151	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3894	-0.8503	1.7444	-0.9456	-0.7878	-0.0788	-0.2704	-0.1128	-0.1579	-0.702	-1.0543	-0.8505	0.1666	-0.8543	
TCGA-BH-A0BM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2857	-1.0612	0.7663	-1.1371	-1.0021	-1.2501	0.3521	-0.8488	-0.7996	-1.0329	-1.3499	-1.108	-0.8518	-1.2332	
TCGA-BH-A0WA-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5201	2.4817	-0.6625	0.6442	0.4932	2.192	3.5729	1.6075	-0.9264	-0.0549	0.6003	1.3461	-1.1329	-0.2442	
